English,French
It's close by.,C'est proche.
It's close by.,C'est à proximité.
It's exciting.,C'est excitant.
It's exciting.,C'est passionnant.
It's exciting.,C’est grisant.
It's fall now.,"C'est l'automne, maintenant."
It's feasible.,C'est faisable.
It's fine now.,Tout va bien maintenant.
It's for free.,C'est gratuit.
It's for sale.,C'est en vente.
It's gorgeous.,C'est superbe.
It's homemade.,C'est fait maison.
It's homemade.,C'est du fait maison.
It's hopeless.,C'est sans espoir.
It's horrible.,C'est horrible.
It's indecent.,C'est indécent.
It's instinct.,C'est l'instinct.
It's midnight.,Il est minuit.
It's my fault.,C'est de ma faute.
It's my horse.,C'est mon cheval.
It's my treat.,C'est pour moi.
It's my treat.,C'est ma tournée.
It's my treat.,C'est moi qui invite.
It's my treat.,Je vous paye la traite.
It's not cool.,Ce n'est pas sympa.
It's not easy.,Ce n'est pas facile.
It's not fair.,Ce n'est pas équitable.
It's not fair.,C'est injuste !
It's not fake.,Ce n'est pas du chiqué.
It's not hard.,Ce n'est pas difficile.
It's not here.,Ce n'est pas ici.
It's not mine.,Ce n'est pas le mien.
It's not mine.,Ce n'est pas la mienne.
It's not mine.,Ce n'est pas à moi.
It's not over.,Ce n'est pas fini.
It's not real.,Ce n'est pas vrai.
It's not safe.,Ce n'est pas sûr.
It's not true.,Ce n'est pas vrai.
It's now 2:30.,"Maintenant, il est 2:30."
It's obsolete.,C'est dépassé.
It's occupied.,C'est occupé.
It's our duty.,C'est notre devoir.
It's outdated.,C'est vieillot.
It's outdated.,C'est dépassé.
It's outdated.,C'est démodé.
It's outdated.,C'est obsolète.
It's pathetic.,C'est minable.
It's personal.,C'est personnel.
It's poisoned.,Elle est empoisonnée.
It's possible.,C'est possible.
It's rat meat.,C'est de la viande de rat.
It's so clean.,C'est tellement propre.
It's so early.,Il est si tôt.
It's so silly.,C'est si stupide.
It's so weird.,C'est tellement bizarre.
It's stealing.,C'est un vol.
It's stealing.,Il s'agit d'un vol.
It's suicidal.,C'est suicidaire.
It's terrible.,C'est terrible !
It's terrible.,C'est atroce.
It's terrible.,C'est terrible.
It's terrible.,C'est affreux.
It's terrible.,C'est effrayant.
It's terrible.,C'est horrible.
It's terrible.,C'est horrible !
It's the best.,C'est le meilleur.
It's the best.,C'est la meilleure.
It's the cops!,Ce sont les flics !
It's the cops!,Les flics !
It's too cold.,Il fait trop froid.
It's too dark.,Il fait trop sombre.
It's too easy.,C'est trop facile.
It's too hard.,C'est trop difficile.
It's too late.,Il est trop tard.
It's too late.,C'est trop tard.
It's too long.,C'est trop long.
It's too loud.,C'est trop fort.
It's too much.,C'est en trop.
It's too much.,C'est trop.
It's too soon.,Il est trop tôt.
It's too thin.,C'est trop fin.
It's too thin.,C'est trop ténu.
It's unlikely.,C'est improbable.
It's unlocked.,C'est déverrouillé.
It's up to me.,C'est à moi de décider.
It's upstairs.,C'est à l'étage au-dessus.
It's very big.,C'est très grand.
It's very dry.,C'est très sec.
It's very dry.,Il fait très sec.
It's very hot.,Il fait très chaud.
It's very low.,C'est très bas.
It's very odd.,C'est très bizarre.
It's very sad.,C'est très triste.
It's very sad.,C'est vraiment triste.
It's worth it.,Cela en vaut la peine.
Just a minute.,Juste une minute.
Just a minute.,Une minute.
Just be happy.,Sois juste heureux.
Just be happy.,Sois tout simplement heureux.
Just be happy.,Soyez tout simplement heureux.
Just be happy.,Sois tout simplement heureuse.
Just be happy.,Soyez tout simplement heureuse.
Just be happy.,Soyez tout simplement heureuses.
Just be quiet.,Sois simplement calme.
Just call Tom.,Il suffit d'appeler Tom.
Just find Tom.,Il suffit de trouver Tom.
Just leave it.,Laisse-le.
Just leave it.,Laisse-la.
Just take one.,N'en prends qu'un.
Just take one.,N'en prenez qu'un.
Just take one.,N'en prends qu'une.
Just take one.,N'en prenez qu'une.
Just take one.,Prends-en seulement un.
Just take one.,Prends-en seulement une.
Just take one.,Prenez-en seulement un.
Just take one.,Prenez-en seulement une.
Just take one.,Prends-en juste une.
Just trust me.,Fais-moi juste confiance !
Just trust me.,Faites-moi juste confiance !
Just trust me.,Fie-toi juste à moi !
Just trust me.,Fiez-vous juste à moi !
Keep Tom busy.,Garde Tom occupé.
Keep Tom safe.,Gardez Tom en sécurité.
Keep Tom safe.,Garde Tom en sécurité.
Keep Tom safe.,Protégez Tom.
Keep Tom safe.,Protège Tom.
Keep climbing.,Continue à grimper.
Keep climbing.,Continuez à monter.
Keep climbing.,Ne t'arrête pas de grimper.
Keep climbing.,Ne vous arrêtez pas de grimper.
Keep fighting.,Continue à lutter.
Keep fighting.,Continuez à lutter.
Keep hustling.,Continuez à vous démener.
Keep hustling.,Continue à te démener.
Keep in touch!,Restez en contact s'il vous plait !
Keep in touch!,Restons en contact !
Keep in touch.,Reste en contact.
Keep in touch.,Restons en contact !
Keep it short.,Soyez bref.
Keep it short.,Sois bref.
Keep it short.,Sois brève.
Keep it short.,Soyez brève.
Keep paddling.,Continuez à pagayer.
Keep standing.,Reste debout.
Keep standing.,Restez debout.
Leave at once.,Déguerpissez.
Leave at once.,Barre-toi.
Leave at once.,Partez immédiatement.
Leave at once.,Pars immédiatement.
Leave at once.,Partez sur-le-champ.
Leave at once.,Pars sur-le-champ.
Let Tom leave.,Laissez Tom partir.
Let Tom leave.,Laisse Tom partir.
Let Tom relax.,Laissez Tom se détendre.
Let Tom relax.,Laisse Tom se détendre.
Let Tom sleep.,Laisse Tom dormir.
Let Tom sleep.,Laissez Tom dormir.
Let him do it.,Laissez-le faire.
Let him do it.,Laisse-le faire.
Let him do it.,Laisse-le le faire.
Let him do it.,Laissez-le le faire.
Let me finish.,Laisse-moi finir.
Let me see it.,Laisse-moi le voir.
Let me see it.,Laisse-moi la voir.
Let me see it.,Laisse-moi les voir.
Let me see it.,Laissez-moi le voir.
Let me see it.,Laissez-moi la voir.
Let me see it.,Laissez-moi les voir.
Let me see it.,Laisse-moi la regarder !
Let me try it.,Laisse-moi essayer.
Let them talk.,Laissons les parler.
Let's ask Tom.,Demandons à Tom.
Let's ask him.,Allons lui demander.
Let's ask him.,Demandons-lui !
Let's burn it.,Mettons-y feu.
Let's do more.,Faisons plus.
Let's do more.,Faisons davantage.
Let's do this.,Faisons ça.
Let's drop it.,Laissons tomber.
Let's drop it.,Oublions.
Let's get one.,Prenons-en un.
Let's go away.,Allons-nous-en !
Let's go away.,En route !
Let's go down.,Descendons.
"Let's go, Tom.","Allons-y, Tom."
Let's hope so.,Espérons-le.
Let's hope so.,Espérons que oui.
Let's keep it.,Gardons cela comme ça.
Let's keep it.,Gardons-la.
Let's move on.,Avançons.
Let's move on.,Continuons.
Let's open it.,Ouvrons-le.
Let's proceed.,Commençons.
Let's proceed.,Poursuivons.
Let's push on.,Allons de l'avant.
Let's risk it.,Risquons le coup.
Let's sell it.,Vendons-le.
Life is crazy.,La vie est dingue.
Life is great.,La vie est belle.
Life is short.,La vie est courte.
Life is short.,La vie est brève.
Life is sweet.,La vie est douce.
Life is tough.,C'est dur la vie.
Life is tough.,La vie est dure.
Life is tough.,"La vie, c'est dur."
Listen to Tom.,Écoute Tom.
Listen to Tom.,Écoutez Tom.
Listen to Tom.,Écoute Tom !
Live a little.,Faites-vous plaisir.
Live a little.,Fais-toi plaisir.
Lock the door!,Verrouille la porte !
Lock the door!,Verrouillez la porte !
Lock the door.,Verrouille la porte.
Lock the door.,Verrouille la porte !
Lock the door.,Verrouillez la porte !
Lock the safe.,Verrouille le coffre-fort.
Lock the safe.,Verrouillez le coffre-fort.
Lock the safe.,Ferme le coffre.
Lock the safe.,Fermez le coffre.
Look up there.,Regarde là-haut.
Look up there.,Regardez là-haut.
Love is blind.,L'amour est aveugle.
Love is crazy.,L'amour est une folie.
Love is crazy.,"L'amour, c'est de la folie."
Luck is blind.,La chance est aveugle.
Make a choice.,Fais un choix !
Make a choice.,Faites un choix !
Make an offer.,Fais une offre.
Make an offer.,Faites une offre.
Make it brief.,Fais court.
Make it quick.,Fais vite !
Make it quick.,Faites vite !
Make it short.,Fais court.
Make me happy.,Rends-moi heureux.
Make me happy.,Rends-moi heureuse.
Make me happy.,Rendez-moi heureux.
Make me happy.,Rendez-moi heureuse.
Make your bed.,Fais ton lit !
Make your bed.,Faites votre lit !
Man is mortal.,L'homme est mortel.
Many disagree.,Beaucoup ne sont pas d'accord.
Mary is weird.,Marie est bizarre.
May I ask why?,Puis-je demander pourquoi ?
May I come in?,Puis-je entrer ?
May I come in?,Je peux entrer ?
May I come in?,Puis-je entrer ?
May I come in?,Je peux entrer ?
May I go home?,Puis-je aller à la maison ?
May I go home?,Puis-je me rendre à la maison ?
May I go home?,Puis-je aller chez moi ?
Meet me there.,Rencontrez-moi là-bas.
Memorize this.,Rappelez-vous ceci.
Memorize this.,Rappelle-toi ceci.
Memorize this.,Mémorisez ceci.
Memorize this.,Mémorise ceci.
Men don't cry.,Les hommes ne pleurent pas.
Men never cry.,Les hommes ne pleurent jamais.
Motion denied.,Motion rejetée.
My back aches.,Mon dos me fait mal.
My back hurts.,Mon dos me fait mal.
My car is red.,Ma voiture est rouge.
My dog ate it.,Mon chien l'a bouffé.
My dog is big.,Mon chien est grand.
My eyes smart.,Mes yeux brûlent.
My feet stink.,Mes pieds sentent mauvais.
My foot hurts.,Mon pied me fait mal.
My foot hurts.,Mon pied est douloureux.
My hair's wet.,J'ai les cheveux mouillés.
My head hurts.,Ma tête me fait mal.
My lungs hurt.,J'ai mal aux poumons.
My name's Tom.,Mon nom est Tom.
Never give up.,N'abandonne jamais.
No one saw me.,Personne ne me vit.
No one saw us.,Personne ne nous a vus.
No one saw us.,Personne ne nous a vues.
No one smiled.,Personne n'a souri.
No one's here.,Personne n'est ici.
No one's home.,Personne n'est chez lui.
No one's home.,Personne n'est à la maison.
"No, he didn't.","Non, il ne l'a pas fait."
"No, you can't.","Non, tu ne peux pas."
"No, you can't.","Non, vous ne pouvez pas."
Nobody called.,Personne n'a appelé.
Nobody got up.,Personne ne s'est levé.
Nobody saw me.,Personne ne me vit.
Nobody saw us.,Personne ne nous a vus.
Nobody saw us.,Personne ne nous a vues.
Nobody's busy.,Personne n'est occupé.
Now means now.,Maintenant veut dire maintenant.
"OK, I'm ready.","Bon, je suis prêt."
"OK, I'm ready.","Bon, je suis prête."
"Oh, I'm sorry.","Oh, je suis désolée."
Open a window.,Ouvre une fenêtre.
Open the cage.,Ouvre la cage.
Open the door.,Ouvre la porte.
Open the door.,Ouvre la porte !
Open the door.,Ouvrez la porte !
Open the door.,Ouvre une porte.
Open the safe.,Ouvre le coffre !
Open the safe.,Ouvrez le coffre !
Our team lost.,Notre équipe a perdu.
Our team lost.,Notre équipe perdit.
Out of my way!,Hors de mon chemin !
Pass it to me.,Donnez-la-moi.
Pay attention.,Fais attention.
People change.,Les gens changent.
Phone me back.,Rappelle-moi.
Pick a number.,Choisis un nombre !
Pick a number.,Choisissez un nombre !
Pick a weapon.,Choisis une arme !
Pick a weapon.,Choisissez une arme !
Play it again.,Rejoue-le.
Play it again.,Rejouez-le.
Please fix it.,Veuillez le réparer.
Please get in.,"Entrez, s'il vous plaît."
Please listen.,"Écoutez, s'il vous plaît."
Please listen.,"Écoute, s'il te plaît."
Pull the plug.,Débranche la prise.
"Quiet, please.","Silence, s'il vous plaît !"
Quit bragging.,Arrête de te vanter.
Quit gambling.,Arrête de jouer.
Quit gambling.,Arrêtez de jouer.
Read after me.,Lis après moi.
Read after me.,Lisez après moi.
Read it again.,Lis-le encore une fois.
Read it again.,Lis-le de nouveau.
Read it aloud.,Lisez-le à haute voix.
Read it to me.,Lisez-le-moi !
Read it to me.,Lis-le-moi !
Read it to me.,Lis-la-moi !
Read it to me.,Lisez-la-moi !
Read this now.,Lis ça maintenant !
Read this now.,Lisez ça maintenant !
Red is better.,Le rouge est mieux.
Red is better.,"Rouge, c'est mieux."
Remain seated.,Reste assis.
Remain seated.,Restez assis.
Remain seated.,Restez assise.
Remain seated.,Reste assise.
Remain seated.,Restez assises.
Rest in peace.,Repose en paix.
Ring the bell.,Sonne la cloche.
Ring the bell.,Sonnez la cloche.
Roll the dice.,Lancez les dés.
Russia is big.,La Russie est grande.
Save yourself.,Sauve-toi !
Save yourself.,Sauvez-vous !
School is out.,L'école est finie.
School is out.,L'école est terminée.
School is out.,C'est la fin de l'école.
Seal the room.,Scellez la pièce.
Seal the room.,Scelle la pièce.
See you again.,À plus.
See you later.,On se voit plus tard.
See you there.,Rendez-vous là-bas.
Send Tom down.,Faites descendre Tom.
Send Tom down.,Fais descendre Tom.
Send Tom home.,Renvoyez Tom chez lui.
Send Tom home.,Renvoie Tom chez lui.
Send Tom over.,Faites venir Tom.
Send Tom over.,Fais venir Tom.
Set the table.,Mets la table !
Set the table.,Couvre la table.
Set the table.,Mettez la table !
Shake my hand.,Serre-moi la main.
Shall I begin?,Est-ce que je commence ?
She avoids me.,Elle m'évite.
She came last.,Elle est arrivée dernière.
She can skate.,Elle sait patiner.
She can't ski.,Elle ne sait pas skier.
She could die.,Il se pourrait qu'elle meure.
She got angry.,Elle s'est mise en colère.
She had twins.,Elle eut des jumeaux.
She had twins.,Elle a eu des jumeaux.
She hated him.,Elle le haïssait.
She hates him.,Elle le hait.
She hates him.,Elle le déteste.
She hates him.,Elle a horreur de lui.
She helps him.,Elle l'aide.
She helps him.,Elle l’aide.
She hired him.,Elle l'a embauché.
She is French.,Elle est française.
She is French.,Elle est Française.
She is a twin.,C'est une jumelle.
She is a twin.,Elle est jumelle.
She is active.,Elle est active.
She is crying.,Elle pleure.
She is crying.,Elle est en train de pleurer.
She is strong.,Elle est forte.
She just left.,Elle vient juste de partir.
She just left.,Elle vient de partir.
She likes him.,Elle l'aime.
She looks sad.,Elle paraît triste.
She loves Tom.,Elle est amoureuse de Tom.
She loves him.,Elle l'aime.
She needs you.,Elle a besoin de toi.
She needs you.,Elle a besoin de vous.
She obeys him.,Elle lui obéit.
She overslept.,Elle n'a pas entendu le réveil.
She runs fast.,Elle court vite.
She seems sad.,Elle a l'air triste.
She wants him.,Elle le veut.
She was brave.,Elle était brave.
She was livid.,Elle était livide.
She was lying.,Elle était en train de mentir.
She was naive.,Elle était crédule.
She was naive.,Elle était naïve.
She went home.,Elle est rentrée chez elle.
She's a cutie.,C'est une beauté.
She's a model.,C'est un mannequin.
She's a model.,Elle est mannequin.
She's awesome.,Elle est super.
She's dieting.,Elle fait un régime.
She's my type.,Elle est mon genre.
Shoot it down.,Démonte-moi ça.
Should I come?,Devrais-je venir ?
Should I wait?,Devrais-je attendre ?
Show it to me.,Montrez-le-moi.
Show it to me.,Montrez-la-moi.
Show it to us.,Montre-le-nous !
Show yourself.,Montre-toi !
Show yourself.,Montrez-vous !
Shut the book.,Ferme le livre.
Shut the door.,Fermez la porte.
Shut the door.,Ferme la porte.
Shut the door.,Ferme la porte !
Shut the door.,Fermez la porte !
Shut the gate.,Ferme la porte.
Sit beside me.,Asseyez-vous à côté de moi !
Sit beside me.,Assieds-toi à côté de moi !
"Sit down, Tom!","Assieds-toi, Tom !"
"Sit down, Tom.","Asseyez-vous, Tom."
"Sit down, Tom.","Assieds-toi, Tom."
Sit near here.,Assieds-toi près d'ici !
Skiing is fun.,Le ski est amusant.
Skiing is fun.,C'est amusant de skier.
Skiing is fun.,"Skier, c'est sympa."
Some fish fly.,Certains poissons volent.
Speak clearly.,Parle distinctement.
Speak clearly.,Parle clairement.
Speak clearly.,Parle clairement !
Speak quietly.,Parle doucement.
Speak quietly.,Parle à voix basse.
Stand at ease!,Repos !
Stand in line.,Faites la queue.
"Stand up, Tom.","Lève-toi, Tom."
"Stand up, Tom.","Debout, Tom."
"Stand up, Tom.","Levez-vous, Tom."
Start running.,Commence à courir.
Start running.,Commencez à courir.
Start singing.,Commencez à chanter.
Start the car.,Démarre la voiture !
Start the car.,Démarrez la voiture !
Start writing.,Commence à écrire.
Start writing.,Commencez à écrire.
Stay a moment.,Reste un moment !
Stay a moment.,Restez un moment !
Stay positive.,Reste positif !
Stay positive.,Reste positive !
Stay together.,Restez ensemble.
Stay with Tom.,Reste avec Tom !
Stay with Tom.,Reste près de Tom !
Stir the soup.,Mélange la soupe.
Stir the soup.,Touille la soupe !
Stir the soup.,Touillez la soupe !
Stop bragging.,Arrête de te vanter.
Stop bragging.,Arrêtez de vous vanter.
Stop bragging.,Cesse de te vanter.
Stop bragging.,Cessez de vous vanter.
Stop clapping.,Arrêtez d'applaudir.
Stop clapping.,Arrête d'applaudir.
Stop dreaming.,Arrête de rêver.
Stop dreaming.,Arrêtez de rêver.
Stop fighting!,Arrêtez de vous battre !
Stop fighting.,Arrêtez de vous battre.
Stop fighting.,Arrête de te battre.
Stop frowning.,Arrête de froncer les sourcils !
Stop laughing.,Arrêtez de rire !
Stop scowling.,Arrête de faire la tête.
Stop shooting.,Arrête de tirer.
Stop shooting.,Arrêtez de tirer.
Stop shouting.,Arrête de crier.
Stop shouting.,Arrêtez de crier.
Stop spitting!,Arrêtez de cracher !
Stop spitting!,Arrête de cracher !
Stop that now.,Arrête ça maintenant.
Stop that now.,Arrêtez ça maintenant.
Stop worrying.,Arrête de t'inquiéter.
Stop worrying.,Arrêtez de vous inquiéter.
Straighten up.,Tiens-toi droit.
Straighten up.,Redresse-toi.
Stuff happens.,Des trucs arrivent.
Suit yourself.,Fais comme tu veux.
Sweep my room.,Va balayer ma chambre.
Sweep my room.,Va nettoyer ma chambre.
Symptoms vary.,Les symptômes varient.
Symptoms vary.,Les symptômes peuvent varier.
Symptoms vary.,Les symptômes sont variables.
Take Tom home.,Ramenez Tom à la maison.
Take Tom home.,Ramène Tom à la maison.
Take a breath.,Inspire !
Take a breath.,Inspirez !
Take a chance.,Essaie !
Take a chance.,Essayez !
Take a cookie.,Prends un biscuit !
Take a number.,Prends un numéro !
Take a number.,Prenez un numéro !
Take a shower.,Prends une douche !
Take a shower.,Prenez une douche !
Take a shower.,Va prendre une douche !
Take only one.,N'en prends qu'un.
Take only one.,N'en prenez qu'un.
Take only one.,N'en prends qu'une.
Take only one.,N'en prenez qu'une.
Take only one.,Prends-en seulement un.
Take only one.,Prends-en seulement une.
Take only one.,Prenez-en seulement un.
Take only one.,Prenez-en seulement une.
Take only one.,Prends-en juste une.
Tastes differ.,Chacun ses goûts.
Tastes differ.,Les goûts varient.
Tastes differ.,Les goûts diffèrent.
Thanks a heap.,Des tonnes de mercis !
Thanks anyway.,Merci tout de même.
That meant no.,Ça voulait dire non.
That meant no.,Ça signifiait non.
That one's OK.,Celui-là est en ordre.
That suits me.,Ça m'arrange.
That was cool.,C'était super.
That was cool.,C'était cool.
That was easy.,C'était facile.
That was fast.,C'était rapide.
That was fast.,Ce fut rapide.
That was fast.,Ça a été rapide.
That was mean.,C'était méchant.
That was nice.,C'était sympa.
That was nice.,C'était gentil.
That was ours.,C'était le nôtre.
That was ours.,C'était la nôtre.
That was ours.,C'était à nous.
That's Saturn.,C'est Saturne.
That's a boat.,C'est un bateau.
That's a book.,C'est un livre.
That's a copy.,C'est une copie.
That's a doll.,C'est une poupée.
That's a fact.,C'est un fait.
That's a fake.,C'est un faux.
That's a fake.,Il s'agit d'un faux.
That's a joke.,C'est une blague.
That's a joke.,Il s'agit d'une blague.
That's a myth.,Il s'agit d'un mythe.
That's a myth.,C'est un mythe.
That's a pipe.,C'est une pipe.
That's a pity.,C'est dommage.
That's a plan.,C'est un plan.
That's a plan.,Voilà un plan.
That's a risk.,C'est un risque.
That's a sign.,C'est un signe.
That's a tree.,C’est un arbre.
That's a wolf.,C'est un loup.
That's broken.,C'est cassé.
That's clever.,C'est astucieux.
That's creepy.,C'est horripilant.
That's creepy.,C'est flippant.
That's doable.,C'est faisable.
That's enough.,Ça suffit !
That's enough.,C'en est assez !
That's enough.,Arrête !
That's enough.,Cela suffit.
That's enough.,Ça suffit.
That's enough.,C'est suffisant.
That's insane.,C'est fou.
That's ironic.,C'est ironique.
That's lovely.,C'est adorable.
That's lovely.,C'est ravissant.
That's lovely.,C'est charmant.
That's my boy.,C'est mon garçon.
That's my car.,C'est ma voiture.
That's my car.,C'est ma bagnole.
That's my cat.,C'est mon chat.
That's my cat.,C'est ma chatte.
That's my cat.,Il s'agit de mon chat.
That's my dad.,C'est mon papa.
That's my dog.,C'est mon chien.
That's my son.,C'est mon fils.
That's no fun.,C'est pas marrant.
That's no lie.,Il ne s'agit pas d'un mensonge.
That's normal.,C'est normal.
That's not OK.,Ce n'est pas correct.
That's not OK.,Ce n'est pas acceptable.
That's pretty.,C'est joli.
That's simple.,C'est simple.
That's so rad.,C'est tellement dément !
That's so sad.,C'est si triste.
That's stupid.,C'est minable.
That's stupid.,C'est bête.
That's stupid.,C'est con.
That's stupid.,C'est idiot.
That's stupid.,C'est stupide.
That's unfair.,C'est injuste.
That's unreal.,C'est incroyable.
That's untrue.,C'est faux.
The cow mooed.,La vache meuglait.
The cup broke.,La tasse s'est cassée.
The cup broke.,La coupe s'est cassée.
The cup broke.,La tasse s'est brisée.
The cup broke.,La coupe s'est brisée.
The girls won.,Les filles gagnèrent.
The girls won.,Les filles l'emportèrent.
The girls won.,Les filles l'ont emporté.
The girls won.,Les filles ont gagné.
The oven's on.,Le four est en marche.
The war ended.,La guerre prenait fin.
There is hope.,Il y a de l'espoir.
There you are.,Tu y es !
There you are.,Vous y êtes !
There you are.,T'y voici.
There you are.,Vous y voici.
They all died.,Ils sont tous morts.
They all died.,Elles sont toutes mortes.
They all knew.,Ils savaient tous.
They all knew.,Elles savaient toutes.
They all know.,Ils savent tous.
They all know.,Elles savent toutes.
They all left.,Ils sont tous partis.
They all left.,Tout le monde est parti.
They all rose.,Tout le monde s'est levé.
They are here.,Ils sont là.
They can wait.,Ils peuvent attendre.
They canceled.,Ils ont annulé.
They canceled.,Elles ont annulé.
They embraced.,Ils se sont embrassés.
They fixed it.,Ils l'ont réparé.
They found it.,Ils l'ont trouvé.
They found it.,Elles l'ont trouvé.
They found it.,Ils le trouvèrent.
They found it.,Elles le trouvèrent.
They found us.,Ils nous ont trouvés.
They found us.,Ils nous ont trouvées.
They found us.,Elles nous ont trouvés.
They found us.,Elles nous ont trouvées.
They know Tom.,Ils connaissent Tom.
They know Tom.,Elles connaissent Tom.
They know him.,Ils le connaissent.
They look sad.,Ils ont l'air triste.
They look sad.,Elles ont l'air triste.
They love Tom.,Ils aiment Tom.
They love Tom.,Elles aiment Tom.
They must die.,Ils doivent mourir.
They must die.,Elles doivent mourir.
They need him.,Ils ont besoin de lui.
They need him.,Elles ont besoin de lui.
They said yes.,Elles ont dit oui.
They said yes.,Ils ont dit oui.
They saved us.,Ils nous ont sauvés.
They saved us.,Elles nous ont sauvés.
They split up.,Ils se sont séparés.
They want Tom.,Ils veulent Tom.
They want Tom.,Elles veulent Tom.
They'll be OK.,Tout ira bien pour eux.
They'll be OK.,Tout ira bien pour elles.
They're Asian.,Ils sont asiatiques.
They're Asian.,Elles sont asiatiques.
They're alive.,Ils sont en vie.
They're angry.,Ils sont en colère.
They're angry.,Elles sont en colère.
They're armed.,Ils sont armés.
They're armed.,Elles sont armées.
They're awake.,Ils sont éveillés.
They're awake.,Elles sont éveillées.
They're bored.,Ils s'ennuient.
They're bored.,Elles s'ennuient.
They're brave.,Ils sont courageux.
They're brave.,Elles sont courageuses.
They're brave.,Ils n'ont pas froid aux yeux.
They're broke.,Ils sont fauchés.
They're broke.,Elles sont fauchées.
They're clean.,Ils sont propres.
They're clean.,Elles sont propres.
They're crazy.,Ils sont fous.
They're crazy.,Elles sont folles.
They're drunk.,Ils sont saouls.
They're drunk.,Elles sont saoules.
They're dying.,Ils sont en train de mourir.
They're dying.,Elles sont en train de mourir.
They're early.,Ils sont en avance.
They're early.,Elles sont en avance.
They're great.,Ils sont géniaux.
They're great.,Elles sont géniales.
They're great.,Ils sont formidables.
They're great.,Elles sont formidables.
They're green.,Ils sont verts.
They're green.,Elles sont vertes.
They're happy.,Elles sont heureuses.
They're lying.,Ils mentent.
They're lying.,Elles mentent.
They're quiet.,Ils sont silencieux.
They're quiet.,Elles sont silencieuses.
They're quiet.,Ils sont calmes.
They're quiet.,Elles sont calmes.
They're quiet.,Ils sont tranquilles.
They're quiet.,Elles sont tranquilles.
They're quiet.,Ils sont discrets.
They're quiet.,Elles sont discrètes.
They're small.,Ils sont petits.
They're small.,Elles sont petites.
They're spies.,Ce sont des espions.
They're spies.,Ce sont des espionnes.
They're there.,Ils sont là.
They're tired.,Ils sont fatigués.
They're tired.,Elles sont fatiguées.
They're tough.,Ils sont durs.
They're tough.,Elles sont dures.
They're twins.,Ils sont jumeaux.
They're twins.,Elles sont jumelles.
They're weird.,Ils sont bizarres.
They're women.,Ce sont des femmes.
They're wrong.,Ils ont tort !
They're wrong.,Ils se trompent.
They're young.,Ils sont jeunes.
They're yours.,Ils sont à vous.
Things change.,Les choses changent.
This is Japan.,Ceci est le Japon.
This is a DVD.,C'est un DVD.
This is a DVD.,Ceci est un DVD.
This is a dog.,C'est un chien.
This is a fox.,C'est un renard.
This is a map.,Ceci est une carte.
This is a pen.,C'est un stylo à encre.
This is a pun.,C’est un jeu de mots.
This is a wig.,C'est une perruque.
This is awful.,C'est affreux.
This is awful.,C'est horrible.
This is basic.,C'est basique.
This is cheap.,C'est bon marché.
This is crazy.,C'est fou.
This is crazy.,C'est dingue.
This is false.,C'est faux.
This is funny.,C'est drôle.
This is great.,C'est super.
This is legal.,C'est légal.
This is my CD.,C'est mon CD.
This is silly.,C'est idiot !
This is silly.,Quelle ineptie !
This is silly.,Quelle bêtise !
This is sweet.,C'est gentil.
This is sweet.,C'est sucré.
This is water.,C'est de l'eau.
This is weird.,C'est bizarre.
This is wrong.,C'est faux.
This is wrong.,C'est mal.
This is wrong.,C'est incorrect.
This is yours.,C'est le tien.
This is yours.,C'est le vôtre.
This is yours.,Il s'agit du tien.
This is yours.,Il s'agit du vôtre.
This was easy.,C'était facile.
This was easy.,Ce fut facile.
Throw Tom out.,Jetez Tom dehors.
Throw Tom out.,Jette Tom dehors.
Tie your shoe.,Noue ta chaussure.
Tie your shoe.,Noue ton lacet.
Tie your shoe.,Noue ton lacet de chaussure.
Tie your shoe.,Attache ton lacet.
Tie your shoe.,Attache ton lacet de chaussure.
Tie your shoe.,Nouez le lacet de votre chaussure.
Tie your shoe.,Nouez votre lacet.
Tie your shoe.,Attachez votre lacet.
Tie your shoe.,Attachez le lacet de votre chaussure.
Tie your shoe.,Nouez votre chaussure.
Time crept on.,Le temps s'écoulait.
Time crept on.,Le temps ramait.
Time is money.,"Le temps, c'est de l'argent."
Time is money.,"Le temps, c’est de l’argent."
Today was fun.,"Aujourd'hui, c'était sympa."
Tom adores me.,Tom m'adore.
Tom asked why.,Tom a demandé pourquoi.
Tom ate alone.,Tom mangeait seul.
Tom ate alone.,Tom mangea seul.
Tom called us.,Tom nous a appelés.
Tom called us.,Tom nous a appelé.
Tom called us.,Tom nous a téléphoné.
Tom came here.,Tom est venu ici.
Tom came here.,Tom est arrivé ici.
Tom came home.,Tom est rentré à la maison.
Tom came home.,Tom est rentré chez lui.
Tom came over.,Tom est passé.
Tom can do it.,Tom peut le faire.
Tom can drive.,Tom sait conduire.
Tom can't ski.,Tom ne sait pas skier.
Tom can't win.,Tom ne peut pas gagner.
Tom confessed.,Tom a avoué.
Tom denied it.,Tom l'a nié.
Tom denied it.,Tom l'a démenti.
Tom disagreed.,Tom était en désaccord.
Tom disagreed.,Tom n'était pas d'accord.
Tom does that.,C'est ce que fait Tom.
Tom does that.,Tom fait cela.
Tom does that.,Tom le fait.
Tom dumped me.,Tom m'a largué.
Tom exercised.,Tom s'est exercé.
Tom exercises.,Tom s'exerce.
Tom felt cold.,Tom ressentait le froid.
Tom felt cold.,Tom a ressenti le froid.
Tom felt safe.,Tom se sentait en sécurité.
